Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
micro-ortho-plus-kit-dental-product,Micro Ortho Plus Kit | Dental Product,,Micropolymerdental,,Acrylics,,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,145,,TRUE,TRUE,,,,,FALSE,Micro Ortho Plus Kit | Dental Product,,,g,,,active
micro-temp-ht-plus-powder-kit-monobody-powderliquid-dental-product,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,Micropolymerdental,,Acrylics,Crown and Bridges,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,210,,TRUE,TRUE,,,,,FALSE,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,,g,,,active
dentaurum-lab-wire-dental-product-07mm,Dentaurum Lab Wire | Dental Product - 0.7mm,,,,,,TRUE,size,0.7mm,,,,,,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,Dentaurum Lab Wire | Dental Product - 0.7mm,,,g,,,active
dentaurum-lab-wire-dental-product-08mm,Dentaurum Lab Wire | Dental Product - 0.8mm,,,,,,TRUE,size,0.8mm,,,,,,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,Dentaurum Lab Wire | Dental Product - 0.8mm,,,g,,,active
dentaurum-lab-wire-dental-product-09mm,Dentaurum Lab Wire | Dental Product - 0.9mm,,,,,,TRUE,size,0.9mm,,,,,,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,Dentaurum Lab Wire | Dental Product - 0.9mm,,,g,,,active
brushesstar-gloss-polishing-discs-dental-product-pww-sg-1520,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1520,,,,,,TRUE,Size,Pww SG 1520,,,,,,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1520,,,g,,,active
brushesstar-gloss-polishing-discs-dental-product-pww-sg-1530,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1530,,,,,,TRUE,Size,Pww SG 1530,,,,,,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1530,,,g,,,active
brushesstar-gloss-polishing-discs-dental-product-pww-sg-1540,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1540,,,,,,TRUE,Size,Pww SG 1540,,,,,,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1540,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-ducatron,Silicone Oxide Crucibles | Dental Product|Casting dental - Ducatron,,,,,,TRUE,Type,Ducatron,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Ducatron,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-galloni,Silicone Oxide Crucibles | Dental Product|Casting dental - Galloni,,,,,,TRUE,Type,Galloni,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Galloni,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-begoformax,Silicone Oxide Crucibles | Dental Product|Casting dental - BegoFormax,,,,,,TRUE,Type,BegoFormax,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - BegoFormax,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-kerr,Silicone Oxide Crucibles | Dental Product|Casting dental - Kerr,,,,,,TRUE,Type,Kerr,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Kerr,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-degussa,Silicone Oxide Crucibles | Dental Product|Casting dental - Degussa,,,,,,TRUE,Type,Degussa,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Degussa,,,g,,,active
micro-ortho-plus-kit-dental-product,Micro Ortho Plus Kit | Dental Product,,Micropolymerdental,,Acrylics,Instruments & Tools,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,145,,TRUE,TRUE,,,,,FALSE,Micro Ortho Plus Kit | Dental Product,,,g,,,active
micro-temp-ht-plus-powder-kit-monobody-powderliquid-dental-product,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,Micropolymerdental,,Acrylics,Crown and Bridges,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,210,,TRUE,TRUE,,,,,FALSE,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,,g,,,active
micro-ortho-plus-kit-dental-product,Micro Ortho Plus Kit | Dental Product,,Micropolymerdental,,Acrylics,Impression Trays & Accessories,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,145,,TRUE,TRUE,,,,,FALSE,Micro Ortho Plus Kit | Dental Product,,,g,,,active
micro-temp-ht-plus-powder-kit-monobody-powderliquid-dental-product,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,Micropolymerdental,,Acrylics,Crown and Bridges,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,210,,TRUE,TRUE,,,,,FALSE,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,,g,,,active
dentaurum-lab-wire-dental-product-07mm,Dentaurum Lab Wire | Dental Product - 0.7mm,,,,,,TRUE,size,0.7mm,,,,,,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,Dentaurum Lab Wire | Dental Product - 0.7mm,,,g,,,active
dentaurum-lab-wire-dental-product-08mm,Dentaurum Lab Wire | Dental Product - 0.8mm,,,,,,TRUE,size,0.8mm,,,,,,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,Dentaurum Lab Wire | Dental Product - 0.8mm,,,g,,,active
dentaurum-lab-wire-dental-product-09mm,Dentaurum Lab Wire | Dental Product - 0.9mm,,,,,,TRUE,size,0.9mm,,,,,,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,Dentaurum Lab Wire | Dental Product - 0.9mm,,,g,,,active
brushesstar-gloss-polishing-discs-dental-product-pww-sg-1520,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1520,,,,,,TRUE,Size,Pww SG 1520,,,,,,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1520,,,g,,,active
brushesstar-gloss-polishing-discs-dental-product-pww-sg-1530,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1530,,,,,,TRUE,Size,Pww SG 1530,,,,,,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1530,,,g,,,active
brushesstar-gloss-polishing-discs-dental-product-pww-sg-1540,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1540,,,,,,TRUE,Size,Pww SG 1540,,,,,,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1540,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-ducatron,Silicone Oxide Crucibles | Dental Product|Casting dental - Ducatron,,,,,,TRUE,Type,Ducatron,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Ducatron,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-galloni,Silicone Oxide Crucibles | Dental Product|Casting dental - Galloni,,,,,,TRUE,Type,Galloni,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Galloni,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-begoformax,Silicone Oxide Crucibles | Dental Product|Casting dental - BegoFormax,,,,,,TRUE,Type,BegoFormax,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - BegoFormax,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-kerr,Silicone Oxide Crucibles | Dental Product|Casting dental - Kerr,,,,,,TRUE,Type,Kerr,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Kerr,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-degussa,Silicone Oxide Crucibles | Dental Product|Casting dental - Degussa,,,,,,TRUE,Type,Degussa,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Degussa,,,g,,,active
micro-ortho-plus-kit-dental-product,Micro Ortho Plus Kit | Dental Product,,Micropolymerdental,,Acrylics,,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,145,,TRUE,TRUE,,,,,FALSE,Micro Ortho Plus Kit | Dental Product,,,g,,,active
micro-temp-ht-plus-powder-kit-monobody-powderliquid-dental-product,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,Micropolymerdental,,Acrylics,Crown and Bridges,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,210,,TRUE,TRUE,,,,,FALSE,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,,g,,,active
micro-ortho-plus-kit-dental-product,Micro Ortho Plus Kit | Dental Product,,Micropolymerdental,,Acrylics,,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,145,,TRUE,TRUE,,,,,FALSE,Micro Ortho Plus Kit | Dental Product,,,g,,,active
micro-temp-ht-plus-powder-kit-monobody-powderliquid-dental-product,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,Micropolymerdental,,Acrylics,Crown and Bridges,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,210,,TRUE,TRUE,,,,,FALSE,Micro Temp Ht Plus Powder Kit Monobody Powder+Liquid | Dental Product,,,g,,,active
dentaurum-lab-wire-dental-product-07mm,Dentaurum Lab Wire | Dental Product - 0.7mm,,,,,,TRUE,size,0.7mm,,,,,,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,Dentaurum Lab Wire | Dental Product - 0.7mm,,,g,,,active
dentaurum-lab-wire-dental-product-08mm,Dentaurum Lab Wire | Dental Product - 0.8mm,,,,,,TRUE,size,0.8mm,,,,,,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,Dentaurum Lab Wire | Dental Product - 0.8mm,,,g,,,active
dentaurum-lab-wire-dental-product-09mm,Dentaurum Lab Wire | Dental Product - 0.9mm,,,,,,TRUE,size,0.9mm,,,,,,0,shopify,,deny,manual,52,,TRUE,TRUE,,,,,FALSE,Dentaurum Lab Wire | Dental Product - 0.9mm,,,g,,,active
brushesstar-gloss-polishing-discs-dental-product-pww-sg-1520,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1520,,,,,,TRUE,Size,Pww SG 1520,,,,,,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1520,,,g,,,active
brushesstar-gloss-polishing-discs-dental-product-pww-sg-1530,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1530,,,,,,TRUE,Size,Pww SG 1530,,,,,,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1530,,,g,,,active
brushesstar-gloss-polishing-discs-dental-product-pww-sg-1540,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1540,,,,,,TRUE,Size,Pww SG 1540,,,,,,0,shopify,,deny,manual,77,,TRUE,TRUE,,,,,FALSE,brushes|Star Gloss Polishing Discs | Dental Product - Pww SG 1540,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-ducatron,Silicone Oxide Crucibles | Dental Product|Casting dental - Ducatron,,,,,,TRUE,Type,Ducatron,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Ducatron,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-galloni,Silicone Oxide Crucibles | Dental Product|Casting dental - Galloni,,,,,,TRUE,Type,Galloni,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Galloni,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-begoformax,Silicone Oxide Crucibles | Dental Product|Casting dental - BegoFormax,,,,,,TRUE,Type,BegoFormax,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - BegoFormax,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-kerr,Silicone Oxide Crucibles | Dental Product|Casting dental - Kerr,,,,,,TRUE,Type,Kerr,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Kerr,,,g,,,active
silicone-oxide-crucibles-dental-productcasting-dental-degussa,Silicone Oxide Crucibles | Dental Product|Casting dental - Degussa,,,,,,TRUE,Type,Degussa,,,,,,0,shopify,,deny,manual,37,,TRUE,TRUE,,,,,FALSE,Silicone Oxide Crucibles | Dental Product|Casting dental - Degussa,,,g,,,active
cementset-pp-assorted-resin-kit-dental-product-kit-refill-5-assorted-syringes,Cement|Set Pp Assorted Resin Kit | Dental Product - Kit Refill - 5 Assorted Syringes,,,,,,TRUE,color,Kit Refill - 5 Assorted Syringes,,,,,,0,shopify,,deny,manual,271,,TRUE,TRUE,,,,,FALSE,Cement|Set Pp Assorted Resin Kit | Dental Product - Kit Refill - 5 Assorted Syringes,,,g,,,active
brushesscotch-wheel-mounted-pack-of-10-dental-product-coarse,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Coarse,,,,,,TRUE,Type,Coarse,,,,,,0,shopify,,deny,manual,39,,TRUE,TRUE,,,,,FALSE,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Coarse,,,g,,,active
brushesscotch-wheel-mounted-pack-of-10-dental-product-coarse,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/Scotch-Wheel-Mounted-–-Coarse.webp,1,Brushes|Scotch Wheel Mounted - Pack Of 10 | Dental Product - Coarse,,,,,,,,
firing-trays-round-with-15-zirconia-pins-dental-product-8010mm,Firing Trays (Round ) With 15 Zirconia Pins | Dental Product - 80*10mm,,,,,,TRUE,Size,80*10mm,,,,,,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,Firing Trays (Round ) With 15 Zirconia Pins | Dental Product - 80*10mm,,,g,,,active
acrylic-micro-don-nano-plus-powder-1000g-heat-dental-product-pink-m34,Acrylic | Micro Don Nano Plus Powder 1000g |Heat | Dental Product - Pink M34,,,,,,TRUE,colour,Pink M34,,,,,,1000,shopify,,deny,manual,160,,TRUE,TRUE,,,,,FALSE,Acrylic | Micro Don Nano Plus Powder 1000g |Heat | Dental Product - Pink M34,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a1-9812,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1, 98*12",,,,,,TRUE,Color,A1,Size,98*12,,,Monalisa A1 98*12  -A1,0,shopify,,deny,manual,168,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1, 98*12",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a1-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1, 98*14",,,,,,TRUE,Color,A1,Size,98*14,,,Monalisa A1 98*14 -A1,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a1-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1, 98*16",,,,,,TRUE,Color,A1,Size,98*16,,,Monalisa A1 98*16       -A1,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a1-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1, 98*18",,,,,,TRUE,Color,A1,Size,98*18,,,Monalisa A1 98*18-A1,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1, 98*18",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a1-9820,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1,  98*20",,,,,,TRUE,Color,A1,Size,98*20,,,Monalisa A1 98*20-A1,0,shopify,,deny,manual,276,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A1,  98*20",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a2-9812,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A2, 98*12",,,,,,TRUE,Color,A2,Size,98*12,,,Monalisa A2 98*12  -A2,0,shopify,,deny,manual,168,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A2, 98*12",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a2-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A2, 98*14",,,,,,TRUE,Color,A2,Size,98*14,,,Monalisa A2 98*14 -A2,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A2, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a2-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A2, 98*16",,,,,,TRUE,Color,A2,Size,98*16,,,Monalisa A2 98*16-A2,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A2, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a2-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A2, 98*18",,,,,,TRUE,Color,A2,Size,98*18,,,Monalisa A2 98*18-A2,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A2, 98*18",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a3-9812,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3, 98*12",,,,,,TRUE,Color,A3,Size,98*12,,,Monalisa A3 98*12  -A3,0,shopify,,deny,manual,168,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3, 98*12",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a3-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3, 98*14",,,,,,TRUE,Color,A3,Size,98*14,,,Monalisa A3 98*14 -A3,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a3-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3, 98*16",,,,,,TRUE,Color,A3,Size,98*16,,,Monalisa A3 98*16-A3,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a3-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3, 98*18",,,,,,TRUE,Color,A3,Size,98*18,,,Monalisa A3 98*18-A3,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3, 98*18",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a3-9820,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3,  98*20",,,,,,TRUE,Color,A3,Size,98*20,,,Monalisa A3 98*20-A3,0,shopify,,deny,manual,276,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3,  98*20",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a35-9812,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3.5, 98*12",,,,,,TRUE,Color,A3.5,Size,98*12,,,Monalisa A3.5 98*12 -A3.5,0,shopify,,deny,manual,168,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3.5, 98*12",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a35-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3.5, 98*14",,,,,,TRUE,Color,A3.5,Size,98*14,,,Monalisa A3.5 98*14 -A3.5,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3.5, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a35-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3.5, 98*16",,,,,,TRUE,Color,A3.5,Size,98*16,,,Monalisa A3.5 98*16-A3.5,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3.5, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a35-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3.5, 98*18",,,,,,TRUE,Color,A3.5,Size,98*18,,,Monalisa A3.5 98*18-A3.5,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A3.5, 98*18",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a4-9812,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A4, 98*12",,,,,,TRUE,Color,A4,Size,98*12,,,Monalisa A4 98*12 -A4,0,shopify,,deny,manual,168,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A4, 98*12",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a4-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A4, 98*14",,,,,,TRUE,Color,A4,Size,98*14,,,Monalisa A4 98*14 -A4,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A4, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a4-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A4, 98*16",,,,,,TRUE,Color,A4,Size,98*16,,,Monalisa A4 98*16-A4,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A4, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-a4-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A4, 98*18",,,,,,TRUE,Color,A4,Size,98*18,,,Monalisa A4 98*18-A4,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - A4, 98*18",,,g,,,active
